author,message
Sthakathi Khumalo,"Wilson M "Wilson M - ""One of the ways to tell if a person is lying is when they bring up extra inforemation not needed"" THIS IS JUST UNSCIENTIFIC AND VERY LAZY TO ASSERT!! What if I have misunderstood the que?" "Wilson M YOU ARE CORRECT BRO Wilson M AWUNGIYEKA WENA MR KNOW IT ALL🙄 "Acknowledging in Corporate often comes with a signature deny deny!! "Wilson M LOOLS Granit Xhaka AND WE LOVE YOU!! NOW THATS HOW YOU DELA WITH ATTENTION SEEKERS!! SHOW THEM LOVE!! BYE PEEPS
Felly,This man is putting himself in a tight corner without noticing...
Decstar,This is how one becomes power drunk they made me do it🤭😂😂 if you sign on the dotted line in the devil's contract you have sold your soul VBS is peanuts compared to state capture 🤦‍♂️
Phama Mashego,Wilson M you are talking nonsense. Wilson M your welcome.
Yolo More,"""Big time"" hahahahaha" It was to say you are their man. bhbhbhbh Madala's brain is freezing now. "wait What a well-mannered woman she is. nore et all. hahahaha Thabo was he a politician? "Derek Main "Immanuel Its getting hot. What were his lawyers doing all along? From 30 to 4000 copies? Huh! These men will rot in jail for their handlers. They rather rot in jail than assassinated by these corrupt politicians. Granit Xhaka I saw your name on TV commenting on something from twitter. See you tomorrow when Tsotsi takes a stand
clive oconnell,@Lee 👍🏽 "Oops just a slip of the pen It wasn’t me 😇 ANC quote We could have done better with your 💰💰💰
Granny Mokwena,bs of the highest class
Mphedululo Mudau,Now I understand a bit why Eskom is in such a colossal mess and skeletons fo follow on other Eskom related submissions. x
Ben Cole,"A case of hear More deflection. Should have remained a Biology teacher. This has nothing to do with education. It has to do with integrity which you are taught at home.
Danie Nilsen,hola @dere @Derek Main obama put kids in cages keep to the truth or just get the corect info you realy sound like a democrat @Derek Main oh you are an soothsayer what about zuma any coment on him in your wisdom @Derek Main that may be so they are both presidents at least one still is and one was fired can you remember why the one was fires ie zuma fired @Derek Main ? @Truth Hurts MAGA @Pastor J like our country we have les muslems @Born free it is obvious that you not tat he same america take a lift and go and see how it realy is Donald trump is a white president who realy cares for his country so much that he does not even take a salary we cannot say the same i am of the opinion that we live in a society of selected racesism wich is just as bad as racesism @Derek Main you are ill informed but if that is your opinion you are welcome to it i am not a trump hater neither here oer there @Born free at last some intelegence from you the judge is on to him agree with that anything about private pension funds i will not pay e toli they wil not use it where it should be used @Granit Xhaka plz go back to your cell i did i am confused as i did not atend bantu education were there a subject of state coruption ceya
clifford magengenene,KEEP IT UP NTATE ZONDO CALL MALEMA ABOUT SBV MONEY MR ZONDO follow by mosimane who always blame refeeres of this country as if he is the master of soccer/MR motsepe fire that coach before is to late plz for the image of the team and the brand HE MUST COME BACK
André du Plessis,yup not very clear then
Leslie Lloyd,Was sc ex
makhosi nobhatyi,Is this man an engineer?
#penguin group,no non
DJ DJ,wish i could watch more have to go something big is coming
Lily Frost,what is this uhhhh
Re Al,whats coming @born free what's a realist? thank you lol ya he is lying yes it does dammit! yes Thando... lol is this the 2 lie? nope. simply ppl being corrupt why is that @he lives in you give it to him "if Springboks lose @JFK yep 😂😂 @born free 😂 and laugh at them
Brennan Fredericks,@makhosi nobhatyi don't think you have to be engineer to deal media and stakeholder engagement oh no now he laughs he know he is coaught i wonder what this guy's boss will say when he/she come to testify now he remembered when their is evidence
Donald Mokwakwa,🤨 🤣guilty caught
Pastor J.J,@Truth Hurts What color is it now? @Derek Main We have just found another closet racist with @Born free . Could not say so last week.
nhlanhla nkosi,it's orange
Mkabayi kaSenzangakhona,the President of America is not white. he's orange and up for impeachment. it's run by an orange guy. he's been caught. where are the SAPS... take him and his bowtie already. corruption is in that bowtie...
THABANG ARCADIA,Truth hursts must be blocked We must report that Racist
Cerebis,Truth hurt blacked....away with race baiters Ooops? Got caught in a big lie here? R 15.05 TO Greenback now No....details will be in Feb next year....Pay your E tolls says Tito This man should have put on a red bow tie? SA is suffering from corporate and government corruption.
Jeffrey Kangara,wait wait no
Thabo Ditseho,Chaucer Choeu is my former Biology teacher Not at that time I am talking 1989/80 i was doing Form 4 in 89 dont know what happened since I completed high school I mean 1979/80 Chances are he may have gone back to school to persue further studies I saw him last year at a funeral in Mafikeng My take is they do not want to tell who their handlers were life is about making choices He taught me yet I am not corrupt
Immanuel,what was served in this gupta R1m break fast show? does anyone know? "@yolo thanks for the response
Kevin Simon,"I'm about 30 minutes behind but I don't want to jump to the end. However Gooodiie Do you think this is cadre deployment gone wrong again? $1= R15.05 now. Lost 2.9%
Whiterun Guard,How very boring
Diana Sekatane,The old man is busted.... how much did he make a kill with tna? This man is a shame to himself.. He is now toast.. This is nothing else but greed.... greed will kill you.... It will be shameful to spend the rest of your remaining days in prison because of this. What will you tell your grandchildren? "Chickens are coming home to roast that is why we buy things from farmers using cash for tax purposes. Now I understand..
Thobela Williams,eish
luzuko masoka,in a corner now leave th spectacles in yo eyes
Easy D,"Not very convincing... he too is corrupt and is probably soiling himself right now
M4jk V4zovsk1,Cokina Coins Itoken token itoken
Granit Xhaka,i miss apartheid. we were safe apartheid worked i am happy apartheid made African people suffer LOL i abuse my black workers. i pay little 😂 "i caught my black worker stealing I AM A RACIST HAHAHA racism is love
Stef Viljoen,"Guys
Mabvuto Hlongo,😀bl
V Tea Breakfast,Since in the morning......or cxxvxxv.n
Moshoeu Mabusela,"This is the results of bantu education "Bantu education = poverty "@Ben Cole That intergrity learned at home
Nyasimi Geoffrey,@Granit Xhaka WE DO REALLY LOVE YOU
