author,message
Wildthing,Maybe th at Place called Cape Town investors new why the change was made. Nuclear deal with Russia. Sandile only if the country is producing enough to export. Cebo where is the evidence. or was that from the Gupta propaganda Anne and working with Guptas and they Banked and moved money with Standard chartered too Zonda is asking fare questions because it is what Zuma used it as his defences. now Zonda is getting a business answer. Cebo one question would be did that bank know what was going to happen. or did Gupta's know and inform them to trade in there favour. Cebo they came to SA with 1 Million in 1993. And in 2016 bought a mansion in Dubai worth $46 million and can't show where all the money comes from. And bought many places in India. Cebo the difference is you can go on Bloomberg and other finance sites and see what they doing and where the money is going. but I will not continue with you if you want to make it a black and white thing. listen to logic and an educated person explain it. Cebo I agree it would have an impact but the bug reason was the shuffle and uncertainty cause by Zuma Cebo. the same goes for peopple who don't want to see what really happened. so much evediance. agree cheers all
MY DNA CHOICES.,let's celebrate her brilliant mind! Who cares?
janaalt morren,@Indoda if you would practice what youhave "on you profile and really understand silence
Nelson Musoliwa,Zuma could not appreciate what this lady is explaining here as it has got to do much with numbers(economy) he thinks only ugly politics Chair is asking skewed question forgetting that there is reason behind any action markets read motives behind governance shift. Even perceptions are to be managed politics and economy works hand in hand politicians also can be alarmed by markets operations as well Cant zondo read why Nene was fired and van rooyen hired he must know that markets are keen followers of both politics and economy to protect their businesses If government change is well and reasonably explained to the markets(investors) there ant be any economic mayhem as it occurred in Nenegate Unstable political situation raise uncertainty on markets drivers so they usually reduce their economic operations in such country; simply put no one will invest with unstable countries Political instability is a cause for concern for markets role players throughout the world in this global economic jungle. To avoid policy uncertainty can only be done by a clean and transparent governance as it can have a dire consequences but it can not be absolute but can be managed as well
Lesego Modise,lolo
watson mutanga,What’s the importance of her nationality? She is not in South Africa illegally.
MANOGRIN GENGAN,"Gosh some of you are so racist
Anne M.,@Thando Nkutha You've hit the nail on the head "@Nelson Musoliwa Yes @Michael Wild Standard Chartered has admitted guilt to currency manipulation @Michael Wild Although the dismissal of Mr Nene was an impact on its own @Michael Wild The Guptas fingerprints are all over the Nene dismissal @Felix Muyoba You can block a troll by clicking on the name and click on the 3 dots on the right. @goolamv Me too. Did you see the reception he got when he arrived at parliament for SONA?
Mzalwane Mzala,he is asking a question Sometimes perceptions have nothing to do with righ or wrong. I like that. No one is irreplaceable. @grant wilkinson She also knows how to communicate her knowledge in a way that is understandable. There are smart people who fail get others to understand what is in their smart minds.
Jhay,What if we wake up one day and find out Raymond Zondo is implicated in State Capture.
Norman Zwane,@Jhay Then we all go back to sleep to wake up when Zuma is arrested "@Funani Manzi Some say he sold out to the boers before "@Yose Human HYou getting your nickers in a twist @Melvict Melbourne What do you know about Zulus? @goolamv I doubt if Ramos is not replaceable? When do the young ones get a chance if we keep redeploying the elderly? @goolamv I support you: we cannot lose that experience but can she not go on the lecture circuit and train the next generation "@Mzalwane Mzala I suspect we must replace but recycling is best. I bet we could learn more from Mbeki (both of them) "@Melvict Melbourne Actually that is an android plant you trying to address @Ibo Thabo Bcoz common sense aint that common @Thando Nkutha It was wasted breath talking into the echo chamber Zuma was @Melvict Melbourne He loved the biscuits the economists serve during the briefing however @Sofia Sofia The real gamblers banked on Bossassa not Powerball. "@Sfiso Emmanuel Mabizela Soon @grant wilkinson Their brilliance was outflanked by compromising their controllers. Big lesson going forward. Employ the geniuses but give them vent to be heard to harvest their genius @grant wilkinson Our geniuses are so fragile. Immagine if Cyril could unleash them and protect them @Val Speirs I guess Aunty Pat and tweeter Helen can make you swallow those words @Cebo Khumalo Vytjie was publicly trying to be a writer for Isidingo The Need
Sebation Nantsika,Wat are we owing Gupta that forced former president to sell the country? We now have teachers becoming politicians that’s everyone wants to take our country because we dnt have thinkers. We need to think about getting rid of this old age parliament members including malema and then run the country And again local foreign tuckshop where are they taking the money to? Malema is not helping the guy was president of the Ancyl bragging about drinking Heineken so what makes you think he changed? "On the other hand white people are playing the important part in your life remember we still have domestic workers  Dnt forget where you coming from Zulu people accept change for once
Sandile Mkhonto,"Evidence from Treasury guys is biased
karabo ramusi,lol white people like to smile for no reason @Melvict melbourne can you please take me to the future too...
Cebo Khumalo,But evidence has been revealed that international investors were manipulating currency; how much of this evidence factors the nene Gates🤷🏽‍♂️ "Michael Thank you Zondo!! Investors also capture the system I really am trying to understand this market confidence thing. How much of the banks manipulation (which banks have admitted to doing) is factored on the value of the Rand? "Michael Wild "I am simply asking Michael so did the Oppenheimers/ your Rupert’s and many more!! "The point isn’t that they arrived here also "Let’s have a fair argument Michael; I simply asked Akahambe siRight ngaye "Lols.. Michael lets carry on tomorrow!! I will engage you on that haha... I am neither a Zuma fan
Melvict Melbourne,"@karabo ramusi it is because we live for the future greed vs risk Economics are clearly not the judge's strong point Zulu's are pretty useless. They need a guy that dress himself in leopard skins to tell them what to do. "@karabo ramusi I can't @Mzalwane Mzala VERY TRUE @Myka'Al Daud so what is your pont? @Yose Human can you please stop with this Zulu crap. @Yose Human you are like a stuck record @Myka'Al Daud nobody can get to 400 years in todays world. Handouts is not the way to go. @Yose Human are you he result of Limpompo education? "Showerhead couldn't even count properly @Sofia Sofia because the cadres were all on the take @AFRICA AZANIA you only buy things that has value @Ibo Thabo because grants have to be paid @Eugene Ntela Economics on garden boy Van Rooyen appointment @Ibo Thabo Value is determined by the person willing to buy it @Cebo Khumalo SA gov can't determine the value of the rand. Free market dictate the value..what are others willing to pay "@Willie Makena don't blame the leaders @Fils de l'homme Hi mate yes Watson is a cadre @Ibo Thabo FIAT money...only thing that give all currencies value is the 'promise' that the issuing government will honor it @Ibo Thabo when the gold standard were still in place the currency were supported by gold When will the ANC voters get on their knees and ask for forgiveness? @Neo Mongale always someone else...can't you take responsibility for your actions. @Ibo Thabo because we are conned. @Neo Mongale I ask for forgiveness that my forefathers extended your life expectancy and that we gave you a first world country to destroy @Ibo Thabo in 1971 the gold standard were abolished. @Ibo Thabo so gov can print money without having value behind it. If yu print more that you should you become Zim or Venezuela @Ibo Thabo SA minerals can be found elsewhere @Ibo Thabo The world over prints fake money. Not one country's currency is backed by minerals @Funani Manzi vote for Jimmy Home
Zanele Lukhele,👋🏾
Eslon Eslon,Biggest mistake the ANC made was to make Zuma the president. otherwise we wouldn't be here with all these rumblings. The damage he caused the country is massive and now? figures are throwing lawyers around I wonder if the commission has economists to help them understand numbers and figures?
Radikadi Rashilo,ABSA made a statement that they collaborated with others to manipulate the rand exchange value... now why are we at this again?💁💁💁
William Pieters,@goolamv click on the 3 dots next to his name. I don't get bugged by him anymore. welcome.
precious pearl champion,King Solomon told the AmZulu to stop fighting long ago
M T,Yose is simply a persistent & irritating Troll! Melvict - He s like a painful pile! Neil Fraser 💯% Howdy John James 👋🏻👋🏻👋🏻 Fils & Yose are the same person! Indoda - seems you’re on the incorrect stream! FRIK - He is a troll! Ciao 👋🏻
Lebo Motsetse,"We need more Motsepes
roberto wilco,This lady is very smart The World Bank is controlled by the us government Yes agree Mzalwane Listen to this lady carefully . essentially south africa is bankrupt Take all the debt of all the state run enterprises add them up and there is enough money to have bought every family in south africa a house and taken unemployment to less than 10 oercent lol The rand is over priced i am short the rand All the people from treasury have been very impressive its not that we dont have enough qualified and honest people its just that many politicians have been corrupted Whats the bet this lady gets fired for telling the truth Val Fact Agree Norman King Dollar
Sofia Sofia,Hi Everyone ❤ Hi @rohan barnard started late today .... 😗 She has such a nice voice ! Knowing all this how come no one did anything THEN ? Ouch that sound hurts ! The Powerball is a BIG number today ! R225 M @Norman Zwane But of course ! @Felix Muyoba I will commit myself to the poor and needy I know people always say that But cross my heart ! @rohan barnard i have that painful screetching sound @Felix Muyoba NEVER @rohan barnard I need to tell you something .... we have another teenage mutant ninja turtle here .. ADV ! SOMEONE DO SOMETHING ! Giving ideas to more crooks ! shame man WOW hey Ok Bye ALLLL @rohan barnard LOL 😗
Jeremy D,you don't own anything if you can fight for it its on lend learn to defend your camp "gps kills satellites cost money the ghost holding the scales?
Ibo Thabo,Why with all of the astonishing testimonies and proves on the rotten corruption by Mr Womaniser ignorant JC Zuma we still have diehard zumish who still saying 100% Z boy? Why do SA Gov have to live on borrowing FAKE DOLLARS (Nixon shock 1971) instead of keeping our intrinsic minerals (gold & diamonds) value them here and print the worthy as money to stimulate us? "@malvict Melbourne You mean if we keep our intrinsic minerals Economically intrinsic mineral mainly gold & diamonds authorise the print of money not the other way around so why we are depending the American fake dollar? @ Melvict Melbourne What the “others willing to pay”? Where do those others get their money to pay? @Melvict Melbourne Doesn’t we needs a guarantee for a note or coin & that guarantee can only be an intrinsic item otherwise the notes or coin is fake? @Melvict Melbourne Why do anyone in the right mind do accept notes that just printed by someone without any control + guarantee? @melvict Melbourne what does that mean because we are connected? I am asking your specific Q so stop talking nonsense Does SA in general the ANC NEC in particular is forced or just willingly keep S Africans poorer while stimulating intrinsic minerals to the world? "@melvict Melbourne The gold standard was not & never will be abolish
Frik Brits,"@Anne M. @Anne M. I think such blockings last for as long as the stream is active. But everyone else sees his messages .......... it does not help mush does it?? "@JS Bach "@Fils de l'homme​ "@Fils de l'homme​ "@Fils de l'homme​ "@Moira T​
Carl Theunissen,@Frik Brits you also have to block Yose on your side. I've blocked him a few weeks ago and he is still gone from my message line. @Frik Brits "@Frik Brits if I block him @Peter Staffen prevention of hart attack 'heart' @Cebo Khumalo Anton Rupert started out as a chemistry lecturer. He didn't arrive here with millions.
PETER STAFFEN,JS Bach did the same
Neil Fraser,There are a minority who write hate messages daily. And I'm yet to see anyone win an argument with emotion and hate speech. Such slow learners. Freedom of the Transvaal?...ha...ha...and be landlocked by the smarter
Willie Makena,@NormanZwane I agree with you the lady should teach and train up coming economists and accountants
Robert Russell,Zuma knowing makes no difference to him cause he can't count remember 2 weeks time now she gets kaked out for helping....
AFRICA AZANIA,"SOUTH AFRICA STILL ON SALE black empowerment
mandla motsoeneng,eskom again
Godfrey Pilane,en nou? EISHKOM
Leb M,Wow that hurt
Musa Bakiti,please mr dj Sangoma power vs Jesus
Douw Prinsloo,eish.....i don;t understand a word she screeches now 😃
Epnet Streaming,Lost signel? Catherine Macleod has much to offer the country but does anyone listen to her?
Viktombi,@Indoda Yamaqiniso Where is home for Europeans?
makhosi nobhatyi,"Zuma sold our struggle to Guptas "I used to trust Zuma long time I even defend him but after the revelation of amabhungane I was so disappointed and ashamed of his behavior he was untouchable I learned that you don’t trust what a person says sometimes projected as poor to win the heart of South Africa whereas hidden from our struggles looting state resources "@Neo mangale Mandela never steal anything what he does he open foundations  "Eskom please don’t sabotage this commission Zondo is breathtaking high
Jack Sparrow,@Indoda Yamaqiniso​ German especially must go home. We don't want their tourism money @Melvict Melbourne You don't have to account for the sins of your forefathers. @Myka'Al Daud arrogance of black supremacy @Myka'Al Daud blah blah blah. Do you ever shut up?
Eugene Ntela,I am having difficulty in following today's testimony shame. what is being discussed here "@Melbourne thanks
Sfiso Mabizela,When is Robert McBride testifying?
Cosmicnomadzaa,Norman Zwane​😂 "grant wilkinson​  Moderators are on BOSSA pay roll Melvict please stop making sense Alot of talk lately among the peasants today
Sipho Owen Ndhlovu,"its not only the South african governent
John-Basel Ioannou,so how money did we lose with nenegate
Ben Cole,What is being discussed is the impact of the period before and after Nene-gate on our economy.
Malose Ishmail Mphahlele,They say we are invaders from Africa
Londa Mtana,The term clever blacks is an insult . These are the type of people who should be ministers
mzwandile sthembelo,lezizinja they are all corrupt but they shift blame to Zuma even though they benefited
Fils de l'homme,HEllo to all my BANTU< CAUCASSIAN< HOTENTOT AND COOLIES COMPATRIORES "@Melvict Melbourne morning @Yose Human VOTE FOR FREE TRANSVAAL? @Melvict Melbourne we need to mobilise to take back what is ors ours* @Felix Muyoba your dreams can be a reality @Frik Brits I hv the original map VOTE FOR THE FREEDOM OF TRANSVAAL "@Frik Brits we will rebuild the transvaal @Felix Muyoba would like to see the transvall back vote for the TRANSVAAL party @Nelson Musoliwa the BANTU cant have a clean government @Val Speirs its time we go build our own TRANSVAAL @Funani Manzi The bantu is incapabe of thinking @Yose Human Caucasians want the bantu to be smart but the bantu refuses
Lorna Kavanagh,neo magale .... rubbish. black people have brought SA down with corruption
Born free,They can't govern ABC and all other governments are corrupt they choose corruption B yes the world has helped them enough They chose corruption. Everyone has a choice I agree it's time Ramaphosa looks like a frog in boiling water and so do many others in the ANC I fear no man I don't think they could be smart even if they tried
Other Ness,8 May please vote for Agrizz Vote for Nkandla Vote for Dudu myeni Vote for DD Mabuza Vote for Nomvula Makonyane Vote for Ace Magashule
Monique Jones,ENCA is broadcasting with no issues and I'm watching from USA. Just checked and switching there
Talent P Sibisi,"what's do u mean if u say ""Bantu"" cause I don't understand about that's Bru" end now what's happened "what's is ""Bantu""" Malema is not going anywhere he's the one who make me watch the News Eskom is cool now Brother chill . Why people always fight with Yose? your Problem is u think KZN is Zulu people from IFP you go wrong boy
Dimakatso Tshinaba,ah
Some guy,now we all wait here till they come back tomorrow "who came first "and in 1972 they just happen to be smarter "we should just go get animals at the zoo to come run parliament. they would fix all the SOE right away  I wouldn't get carried away like that yose is madly in love with Zulus "u can never disappoint me Yose Human is madly in love with Zulus in 2006 I kissed a girl in high school
Greg Stewart,who steals stealing is genetic
SBH Shembe,who is on the stand today ?
Dilip Badal,now here is an intellectual human being... McLeod for Presidency folks... we must understand... The ANC is not here to run this country in a respective manor... Their policy is simple... steal as much as as they can to sustain all in the ANC.. period.. so if anyone is expecting anything else from the ANC... sorry to disappoint you Yose Human... your name is mis leading
Michael Michael,Funani point
