author,message
Mosima Kgomo,We are trying to apply for tenders and got rejected but tenders are given to politicians children The blame is not Mr president. The people he is working with are selfish and not thinking for the economy. Not everything should be hold accountable to Mr president As much as the power is given to Mr president h shouldn’t be the only one responsible for misuse of funds. Funds are transferred to different departments and that’s where selfish become selfish How come you have capacity but subcontractor. Why don’t tenders be given to people who are capable I suggest they stop this tenders as most politicians are very rich because of them. Now being a politician is not about serving but quick wealth "How didn’t you know your partner is subcontracting you’re lying Sir When filling documents there is a part to disclose that or you didn’t read your documents before submitting Sir Stop telling about Mr who talk at your matter at hand Sir Why do you submit for tender without resources "What was your disclose on your tender documents  How much did you pay for your tender to be approved
Abel Matshidiso,@Mosima Kgomo o opile kgomo lonaka nkgonne is Mr Pretorius finally pinning him down was d spreadsheet deleted frm his computer and never checked with his partner how it looks like "@Emanuel he's definitely not telling d truth he was happy having a nice time with corrupt money n never bothered to check or read his email @Attoinette Meyer we need him nw more than ever 😀😀😀😀 "Mr Mpambane is gonna visit him 2nit "this guy is taking us for granted really "stop summiting sir I've just received a call frm prophet Bushiri dt he will gladly wake up Mr Mpambane frm d dead with a small fee of R5000 🙆‍♂️ "@ValencValencia J will do "monna o o maka bagaetsho ijoo Mr Pretorius wants t adjourn
Karen Naidoo,"why is it then when people win tenders SA should change tender process and do proper due diligence "there is no Moral compass ... these fat cats a 20% profit... wow... "how to get away with Corruption.. ""I did know""  oops didnt know maybe contracts should be written in all the official languages.. maybe they will understand what words mean they have the capacity but we'll subcontract.. push the buck revenue less cost = profit... is that profit not subject to tax? 28% or are BBBEE exempt? The word Democracy hold no meaning in this land.. Maybe Mockery
Bonang Sithole,by now I would have paid back R100million @canis you are 100% correct
ALTA,hi there
Mashudu Matshira,"is not true that president like corruption but their are stakeholders such as NPA president is not above law to arrest the thief
Lekgothoane Lesetja,"@makhosi nobhatyi Zuma was always saying that while working with them
Russell Allen,Richmond Virginia Richmond 🎥
Rory Lee Farnham,Cyril was a disaster as Deputy Pres. He was appointed to look after Eskom. What did he do ? Show me one portfolio where he added value. You will search forever.
makhosi nobhatyi,"@ Lekgothoane Lesetja I know that the old man never be honest in the first place he enjoys his party majority to defend him in parliament when he faces tough question "@ Lekgothoane Lesetja President Ramaphosa few weeks ago signed declaration of agreement to arrest corrupt officials so we will see more arrests "@Zip reeper no you are having wrong coz it is public how they fundraise money but Zuma faction doesn’t want to be investigated how they found money too
Tommygun,@Dominic Przybylski Spot on re bidding "whats with the Judges dance of seven veils with his face mask? Its up and down like a yoyo Wonder if Edwin Sodi is another ANC voting socialist? Have Blackhead consulting ever done non governmental work? "I can imagine him not looking "Im feeling he just took what was offered
Mohamed Mia,Thugs galore @craig yes they looted and enriched their families @craig don’t believe and fall for their bs @craig yes don’t forget marikana @craig CR has no b.....s All these bald headed skelms Like I said 🤣 Soul Rest In Peace 🤣 Qualified thugs He is in prayer Tax returns his guy is going to crap his pants full
Mr Green,non compliance = compliance ? 🤣That's correct Lol yah your own written statement will nail you 😗Tea break
Pablo Chavez,Santa Cruz CA USA judge Kim baskett using Terrorist weapon electric Radiation waves report DC FBI report to Donald j Trump Santa Cruz CA USA judge Kim baskett using Terrorist weapon electric Radiation waves report DC FBI
Sibusiso Cilo,"what did he achieve "capitalism is a game of unfair advantages "U're right All around the world Did u know that corruption can be drastically reduced in SA? "Treasury could be defaulted to approve all procurement projects "All procurement projects Better late then never "Our biggest problem is that Problem is corruption has become too powerful. "If treasury were to be given oversight "What we need is a brave leader It's either that or Zim "Amend constitution with regards to treasury "4. Forward all bidder details (CKs
Craig Johnson,Have a read All I can say is that Marikana is an unsolved crime of 34 black lives that still don't matter. A real crime against humanity. BLM??? 8 years later ANC?? Thats why he is no longer with us @Tumi Tumi its called fraud and corruption @LowJack187 ESKOM prime example @Sibusiso Cilo slavery where? Lets test the math STOLEN FUNDS SARS is going to lap this up Yeah youre a thief "44 000 000 to do the job A thief How does this guy sleep at night "@Willem Booyens  A football player come business consultant PAYBACK THE MONEY!!!!!! @KAY _za 🤣🤣🤣🤣🤣 "I run a small business that deals with way less than what this guy is talking about @LowJack187 exactly Blame a dead guy This guy is lying for his life "80 plus million how wide is an Excel column to fit +/-R80 000 000 "was shot dead in broad daylight in June as he was driving down Sandton's Bowling Avenue in a Bentley worth about R3m.Apr 19
Peter Lukas,Let he pay all the money back he got a short and quick answer You done it already
Agusta Loesch,@Dominic quite correct 😂😂😂
волгоград & Rico Fukkery,smoke it
Gina deW,He's lying ... @mathys botha Shot by hitman @zip reeper 😅 No loadshedding in the south of CT
Nondumiso Soko,this man is lying... why do this politicians get tenders in the first place.. C he speaks his lies confidently..... he can't remember such a huge amount 🙄🙄🙄🙄🙆‍♀️🙆‍♀️ what also annoys me about South Africa is that the public protector is very useless.... "this man knows nothing it was all about money for him he doesn't go through documents because he ""assumes "" we talking millions here and you just gon assume 😑" OK wrap it up and arrest this croook.... NEGLIGENCE NEGLIGENCE!!!!! the state capture is just gossip and waste of money I hope this looter get arrested because he's giving nothing.... he continues to blame the dead💀 it's the profit we interested in sir because a whole 30 million is missing. Samuel 🤣🤣🤣 money will outsmart you no matter how clever you think you are.. this guy is funny 🤣🤣🤣 Dominic 🤣🤣🤣🤣 OK but Jimmy Tau the football player???? he thinks he's the only one who's smart in this room.. NEGLIGENCE killed this man! the Eastern Cape should be next so many looters there🙆‍♀️ will he be arrested kodwa??? was on a tea break any arrests??? are we done??? anyone planning on looting please do send me an email I'm an engineer by qualification
Herb Tuck,Donald TRUMP has the same IQ as Jacob ZUMA
thabiso mngadi,dead men tell no stories here we ģo.are u listening to this mr zwane
Deon Leeuw,"mphambane is dead
Tumi Tumi,"why should you tender for the job that you don true "All this guy You can ask his friend Vivien Natasen how much did pay for his tenders to be approved? All SAA MONEY WAS TAKEN AWAY The corruption starts inside by supply chain can we have a look to them too. 🤣🤣🤣🤣
Michael Ghelakis,You know it could be done for les because you made so much in Gauteng
Nicolas Cocolas,Ok so now he's an innocent little angel Families should be super proud of these Crooks
Alan White,"Suprised he not in parliament or a minister - smooth talker
Matheko Mpe,Shifting the goal posts and painting himself with glory.
Wesley M,the US is just as corrupt Ndumieh Mokoena lol!!
Sihle N,at least he tried the guy is a liar 💥🤨
Mthuthuzeli Ntlanyana,"I just woke up "tata Zondo and his commission of inquiry into state capture won't stop corruption "let me go get few drinks
Takalani Ramokopelwa,dia boa
siphosethu lokwe,who is this Guy?
Elton Josea,loosen the tie chair intervene plz this guy is acting smart nail him on the cost to business he was well aware of who was paid ACE gave him the mark on his forehead prior to him appearing today blaming the dead dress him up in the orange suit convict him mr pretorius AM refers to ACE 10% MAGASULE NAIL HIM DCJ STOP LYING U WASTING TIME 3 meter for JT BREAK HIM ACE HITMEN IS WAITING FOR HIM GET HIM MR PRETORIUS HE KILLED HIS PARTNER NO NO NO SODI these are smart people mr sodi has died in an accident
The Truth,Spot on Sibusiso "This guy will probably end up behind bars. But whats sad
dominic mabe,there thief
Thabang Kgautle,Eh lol Businessman visiting a business partner without a laptop lol This guy is a liar lol "Nooo he is not even convincing Eh Jimmy Tau
lmao,hi
Sibongile Maputi,"I feel sorry for this poor guy. Cornered like this. Yhoooo
Martin van der Breggen,Here comes Zuma cough "@jenny Blame it on the dead guy and not reading emails Boom boom boom 💥 No audit for the company? So simple it should not take 3 years to check That will be tomorrow
Mike Jones,This one's slicker than snot!! "The only ""absolute conviction"" will be when he's convicted in a court of law"
Jenny Whitewaves,why are the owners of the company doing the spread sheet . that's junior work IF all is above board That's why the bosses had to do it Same as keeping two sets of books one for the tax man one true "Sorry R600 Want to get to that and the intials AM and others But it was on your computer He agrees Tau was paid 3 million if not this 3mil where did it come from Spread sheet 2014 first time he sees it is 5 years later?????? no idea how much he is to be or was paid ??? That means he saw it hhe didn't have to querry them knew they were the costs to get the overpriced contract many people are convicted on the most likely events lots of circumstantial here sorry month
mafuta,Yip @Mike Jones as smooth as his shiny pip nonsense lol Dominic @Canis Africanis how can you be sure it will be so quick? does he really think anyone will believe this ???
Samuel Skosana,Dont insult the snoek! Notice how long his nose is growing now It is very convenient to blame the dead. What a pity they are not there to tell the truth What a convincing LIAR He is part of a bigger clan of untouchables
Derek Auret,What he does not realise is that seasoned advocates like Pretorius never ask questions that they do not already know the answer to. Pretorius' face speaks of utmost derision for the answers bein g given by this witness.
Sthakathi Khumalo,"Been listening to this one since. Clever thieves sound exactly like this one. well spoken Corrupt to the core!! Dont be fooled by the cleanliness of his suit and english of this one. Clever thieves behave exactly like him!! jimmy Tau must be nice
watson mutanga,This man is not as smart as some on this platform perceive him to be. He talks too much. Remember that the details he is availing will be analysed at a later stage. Self-implication risk is high. Selling the sun to buy a candle. "When plunder becomes a way of life for a group of men in a society "When plunder becomes a way of life for a group of men in a society
Mbuso Ndlovu,@Sal SA 86m!!!!!!!!!!!!!!!!!!!!!!!!!!
Immanuel,What work did he perform that would warrant a whooping R86m😳😳😳😳😳 Mpambane prepares a spreadsheet and indicate that he emailed it to himself to make adjustments and you don't care what adjustments is he referring to? Really now?? This chap is a liar Didn't pay attention?? This chap is undermining the intelligence of the honorable Chair Jimmy Tau the beneficiary of this asbestos fraud??? Wow j "JT could mean Jacob Tuma JT -Jacob Tuma Did he also read the same spreadsheet in a haste and did not make much sense of what is recorded therein? Really now @mfundo his name is a fool in a suit "Already know Continue✋🏻
Angelo Doubel,😂😂😂 gauteng 100 million + free state 86 million 😱😱😱 profit in 6 month's "30 million was paid for ""Kick backs""" kick backs 🤣🤣🤣 yup🤣🤣🤣
Anovuyo Mbande,"Adv. Paul Pretorius hahaha if I'm sent and email with attachments it's natural for me to look at them and see what they contain... his replies are improbable "@Valencia
Willem Booyens,Are we heading towards a failed stated due to corruption? "this is the tip of the iceberg "the modus operandi is so clear "@Craig Johnson 
Antoinette Meyer,in china....? he says confidently his evidence relates to his side of the bizznizz :goodvibes: wow Watson how profound off course not who is that pastor that raises the dead? he shines his breathing is very g shallow oops hit the road jack go check his email!!!! :elbowcough: "sodi whahaha jack... yesssssssss! awwwe.. when reeper?
FieliesSA,"So this is Edwin Sodi @Abel Matshidiso of coarse not @Ndumieh Mokoena Yip @KAY _za LOL
kevindbn007,suffering from Kantrememba jus so happened deny deny save the long story they r well trained head of counter intelligence have trained them well runn fluffy run hes gonna talk himself into a corner juuuuuuuuuuuuuuuus now
William Pieters,was he made dead so he can't explain?
Ernest Mamabolo,Spot on Watson. @Tebogo lol
roza,what hap to enca just arrest him nd finish the story how many more lies are we going to listen to arrest baba no free ticket straight to jail its no excuse for this he just wanted to no how much money he was getting you only worried abt the money u got it u took it nd nothing else was important gone hamba tsmaya
Mfundo,WHAT IS THIS GUY SAYING ?????? tjerrrrrrr Tau is also involved in these shenanigans ayi suka @Tebogo Lebona lol inkunzi umakade ebona "@Sal SA lol this guy is conering himself Somebody please help what is the name of the guy on the stand? Yeah it happens you know @Valencia J he is being cooked in a small pot lol maybe lowjack is hired by black head consulting lol @Valencia J like a married man @Natalie Noels I hope you notice all the deposits on your spreadsheet @Natalie Noels super 😎 "BREAKING NEWS: Former EThekwini Mayor Zandile Gumede has been appointed to the KZN legislature @Natalie Noels lets go for tea @ Valencia J lol its only tea no harm you are the main so chill😎 @Natalie Noels by 2021 the tea will be cold😆 @Valencia J dont be jealous allow me to try new things lol "@Valencia J see you have loadshedding I dont want to be in the dark while we are no longer on lockdown
Inspiration Afri,"""i assume
Tebogo Lebona,this guy is lying they were laundering money Jacobus Titus🤣🤣😂😂🤣 this guy thinks he address a community meeting just look at the scar in his face this guy thinks he address a community meeting
Sibusiso Sibusiso,he is not credible at all
Paul Buchel,Confident bulls@tter this fellow.
Michael Kaudi,hehehe this guy is in trouble
Matlhatsi Daniel Molate,Jimmy Tau? This Guy is a fool
Patrick .Solarnfo,Is Jimmy Tau the foot baller? Jimmy Tau must come and testify Lol... Lol...@ Valencia Hahaha.. the scar "It must end this year Lol...ulalele @ Skhu GIVE THIS MAN A CASE OF BELLS FOR LIES!! LYING WITH IMMEDIATE EFFECT HIS LIES ARE SO BIG JUST LIKE HIS TIE🤣🤣🤣 YES INDEED I BET HE WAS A MARVEL AT LAW SCHOOL TOO
Khaya Katoo,Lol Dominic
Phil Rambau,mmmmm Jimmy maaaaan khosi for life jimmy khosi for life ✌✌✌✌✌✌✌✌🙆‍♀️🙆‍♀️ he's not a fool he's teling the truth they enjoyed stolen money period .
Emmanuel Brace,"he's ducking and diving
Pheladi Lamola,They must bring Jimmy here. He'll definitely crumble and tell the whole truth Yes @Ndumieh Mokoena
Chivete,💣💣💣
KAY _za,sounds like me trying to explain who the girl in my phone is
Bonginkosi Sikhakhane,zzdiscern why Mpambani was killedand now he becomes a non-existent witness
barbara broadbent,Who's on the stand? have just come in these crooks have no shame!!
Zamile Hina,he used to play for kaizer chiefs
MJ Mogopa Keke,💥💥💥💥 gotcha😱 eish this guy should just ran have away
NOMKHOSI Netsianda,now he is in the corner 😋 gross negligence 🙆‍♂️
Brinco Barasta,lol Dominic 🤣🤣🤣🤣🤣 ❤️
Gray Lawrence,this guy thinks we are all a bunch of fools
English Rose,"Hey Barbara R3m is a lot sir !!! What’s the point of this cause they all end up walking away scot free? @Abel 😂 Sleep less night for the gentleman with the tie Craig it was 2017 Kumnandi la!
Moonchild,Things are heating up big time now!!!
Kevin Simon,:goodvibes:
skhumbuzo sadike,"people can lie for sure
luzuko masoka,lol Africanis
Hulisani Justice Ndou,what has the scar to do with the millions guys??? please help "DEAD MAN TELLS NO TALES ayeye corruption..ARREST THIS LIAR PLEASE
Antoine Johnson,"if want to make a sure progressive of Contineunt Economically "The E.U . Knows West  ANC = Avionics Network Currency Globally At Ever Airports Exchange To Fly To The Contineunt Of Africa "CFA = Continentale Ferriovol Money Is The Only Currency To Travel "ECO = Exterior Coastal Organization Currency That Only For Fleet's "So The A.N.C Is A Global Currency  "Three Continentale Bonds ; Three Travel Section Avion
amelia sekhonyana,liar
Himalayan Meditations,He couldn’t figure out the simple math of gross profit margin They Spent 10 minutes explaining this to him. I thought I was going mad 😂 Surely his PC will show evidence of if he downloaded the attachment If he clicked download of spreadsheet we can assume he opened it
walter kambowo,his dealing with highly educated people believe me they will break him
Jackie Witbooi,clearly he has expensive lawyers "lies
lali Naidoo,"This is one of AliBabas 40 thieves
Baikagile Tshetlo,surely the contract issued by the free state dept of human settlements can be challenged and set aside? Straight up BS
Frans Verwoerd,"why does he not just say that the department officials are incompetent in managing such large contracts 
Thabo Mokoaleli,"This guy is a bloody thief
Moshakga Gladwell,PLEASE
Mosa Moloto,Is it just me or is he blaming a dead guy? Very awkward @Natalie Noels
Rodgers Lukhele,we will see the end result - Iyawubanjwa nguleshonenayo
Koketso Tlhabi,They got him. He is lying. He looked at it damit From the excel attachment icon he could see his own payment only. Ba tshwere tsotsi
Bonginkosi Ntuli,hahaha happy
Alhadiah Khan,what a bluff as a director he did not look at the spreadsheet. if the spread sheet was different surely it shuld b ringing bells. his dead partner lost the books. valencia maybe he has no shame but he has a conscience hoefully taking in mind the poor people who r robbed.
R hunter,in a corner "well done Mr Pretorius Sodi's seat is getting hot
Buston Bosch,yo is this our leaders
Natalie Noels,This is awkward... A web of gobbledegook I'm actually working on a spreadsheet right now... @Mosa Moloto this is so wild Please make copies of every statement you provide. You then won't get caught up like this @mfundo Veerasamy I'm cross checking everything 😅 South Africa is really wild @mfundo Veerasamy I'm only leaving my house in 2021 😅 Glad I hopped onto this video. Who needs dstv when we have all this action😅
HILTON ZUMA,Oh my beloved South Africa? ANC?ANC?ANC?ANC?ANC? Why South Africans must Vote for ANC? Pls convince US?
Chwayita Masiso,ku rough spreed sheet debate:socialdist:
Mthunzi Ntentesa,An ANC cadre whoo
Ntsholopa Moratho,very convenient not to check the excel sheet can this be the guys that murdered Igo M who pays for all this guys legal fees...govt? or themselvesc cannot wait to see this guys in orange overalls... this must also be put to sihle zikalala...he seem to be loosing it as well like hus master CR patrick...did you mean Vincent maleka he is such a marvel to watch when he asks questions...Vincent MalekaSC are they load shedding in the South of Jhb today... VM is in the mould of bo Marumo Moerane SC
skilash Skilash,maaka fela
NICO LEBONA,I check my email inbox every day. and spam every Sunday.
KgaitseweM,Ntsholopa very true
MOHSIN Pubgy gamer,when is the airport open we have a school problem plz opsn the airport
Dave Kirkman,Sodi's responses have the distinct smell of fish !!
EDDIE ZONDI Masilo,he was gunned down in sandton carring a bag with R3MILLION
Jeremiah Nikani,The guy contradicts his own statement. Typical of liars.
Mni Nkukwana,what is happening now
Donovan Landsberg,Whats the current situation?
